RASHUT,ID,SES,PERIPH,JEWISH,YEAR,DIST_FROM_TLV,JEWS_PERCENT,Teachers-skills,immigrant,Special-Education,Matriculation-eligibility,Excellent-matriculation-eligibility,Math,Class-size,Teacher-student-ratio,ALLOCATION_LOG
חורפיש,93,4,3,0,2015,131.9,0.0,31.0,0.0,7.0,92.0,7.0,16.0,28.0,10.0,7.444833273892193
חורפיש,93,4,3,0,2016,130.1,0.0,31.0,0.0,7.0,91.0,11.0,20.0,27.0,9.0,7.8528278122817445
חורפיש,93,4,3,0,2017,130.1,0.0,32.0,0.0,9.0,96.0,8.0,21.0,25.0,9.0,8.0040315078527
חורפיש,93,4,3,0,2018,130.1,0.0,33.0,0.0,7.0,94.0,11.0,24.0,25.0,9.0,7.924072324923417
חורפיש,93,4,3,0,2019,130.1,0.0,36.0,0.0,6.0,97.0,13.0,21.0,24.0,9.0,7.66105638236183
חורפיש,93,4,3,0,2020,130.1,0.0,38.0,0.0,5.0,98.0,7.0,21.0,24.0,9.0,7.598399329323964
חיפה,94,7,6,1,2014,79.7,79.3,38.0,4.0,6.0,80.0,13.0,17.0,28.0,10.0,8.080546965824498
חיפה,94,7,6,1,2015,79.7,78.7,39.0,4.0,6.0,81.0,13.0,18.0,27.0,10.0,8.148445666243235
חיפה,94,7,6,1,2016,77.5,78.0,41.0,5.0,6.0,81.0,14.0,20.0,27.0,10.0,8.205218426395412
חיפה,94,7,6,1,2017,77.5,77.4,42.0,5.0,7.0,83.0,11.0,23.0,27.0,10.0,8.293549515060345
חיפה,94,7,6,1,2018,77.5,76.6,43.0,5.0,7.0,83.0,16.0,25.0,27.0,10.0,8.339261982923576
חיפה,94,7,6,1,2019,77.5,75.8,46.0,5.0,7.0,84.0,16.0,26.0,27.0,10.0,8.404248432400102
חיפה,94,7,6,1,2020,77.5,85.6,48.0,6.0,7.0,87.0,19.0,26.0,28.0,10.0,8.192570471152173
חצור הגלילית,95,3,3,1,2014,137.0,97.2,39.0,5.0,3.0,48.0,2.0,4.0,22.0,11.0,7.789868559054706
חצור הגלילית,95,4,3,1,2015,137.0,97.2,40.0,4.0,3.0,41.0,1.0,3.0,24.0,11.0,7.943072717277933
חצור הגלילית,95,4,3,1,2016,135.4,97.2,40.0,2.0,4.0,47.0,1.0,6.0,20.0,11.0,7.7664168980196555
חצור הגלילית,95,4,3,1,2017,135.4,97.3,44.0,2.0,4.0,43.0,2.0,6.0,21.0,12.0,7.837159650001675
חצור הגלילית,95,4,3,1,2018,135.4,97.2,41.0,3.0,4.0,38.0,2.0,5.0,21.0,10.0,7.842278779117352
חצור הגלילית,95,4,3,1,2019,135.4,97.2,40.0,4.0,4.0,37.0,2.0,3.0,22.0,10.0,7.834788107388194
חצור הגלילית,95,4,3,1,2020,135.4,97.6,39.0,2.0,4.0,49.0,7.0,11.0,21.0,9.0,8.060224240440958
חריש,96,3,5,1,2014,,90.7,0.0,0.0,0.0,,,,9.0,5.0,0.0
חריש,96,3,5,1,2015,,90.9,7.0,0.0,0.0,,,,8.0,3.0,9.911257289800488
חריש,96,3,5,1,2016,46.2,92.4,16.0,2.0,1.0,,,,11.0,5.0,9.70418259070176
חריש,96,3,5,1,2017,46.2,92.0,27.0,1.0,1.0,,,,13.0,5.0,9.407222080101468
חריש,96,3,5,1,2018,46.2,91.7,29.0,4.0,1.0,,,,18.0,7.0,9.232493176617316
חריש,96,5,5,1,2019,46.2,91.7,25.0,4.0,2.0,,,,22.0,11.0,8.900412690577083
חריש,96,5,5,1,2020,46.2,92.4,37.0,4.0,7.0,0.0,0.0,0.0,24.0,10.0,
טבריה,97,4,4,1,2014,115.6,92.3,32.0,1.0,4.0,59.0,3.0,5.0,25.0,11.0,7.356279876550748
טבריה,97,4,4,1,2015,115.6,92.2,33.0,1.0,5.0,65.0,5.0,8.0,25.0,11.0,7.647308832356238
טבריה,97,4,3,1,2016,111.9,92.4,34.0,2.0,5.0,63.0,5.0,7.0,24.0,11.0,7.711101251840158
טבריה,97,4,3,1,2017,111.9,92.3,37.0,1.0,6.0,69.0,4.0,8.0,25.0,10.0,7.324489979348532
טבריה,97,4,3,1,2018,111.9,92.3,34.0,1.0,7.0,73.0,6.0,11.0,24.0,9.0,7.628517626575055
טבריה,97,4,3,1,2019,111.9,92.4,38.0,2.0,7.0,75.0,6.0,10.0,24.0,9.0,7.570443252057374
טבריה,97,4,3,1,2020,111.9,93.8,37.0,2.0,7.0,79.0,6.0,12.0,23.0,9.0,7.400009517162692
טובא-זנגרייה,98,2,3,0,2014,139.5,0.0,23.0,0.0,6.0,30.0,0.0,0.0,27.0,10.0,7.249925536717988
טובא-זנגרייה,98,2,3,0,2015,139.5,0.0,25.0,0.0,10.0,32.0,0.0,1.0,24.0,10.0,7.406103381237015
טובא-זנגרייה,98,2,3,0,2016,138.1,0.0,35.0,0.0,7.0,38.0,0.0,0.0,24.0,10.0,7.45298232946546
טובא-זנגרייה,98,2,3,0,2017,138.1,0.0,37.0,0.0,8.0,43.0,0.0,2.0,24.0,9.0,7.368970402194793
טובא-זנגרייה,98,2,3,0,2018,138.1,0.0,41.0,0.0,9.0,58.0,0.0,0.0,24.0,9.0,7.3632795869630385
טובא-זנגרייה,98,2,3,0,2019,138.1,0.0,46.0,0.0,8.0,66.0,1.0,5.0,23.0,9.0,
טובא-זנגרייה,98,3,3,0,2020,138.1,0.0,57.0,0.0,7.0,69.0,1.0,6.0,25.0,10.0,7.284134806195205
טורעאן,99,3,4,0,2014,99.6,0.0,19.0,0.0,3.0,68.0,8.0,8.0,27.0,12.0,5.942799375126701
טורעאן,99,3,4,0,2015,99.6,0.0,19.0,0.0,3.0,76.0,10.0,12.0,27.0,13.0,5.857933154483459
טורעאן,99,3,4,0,2016,98.5,0.0,22.0,0.0,3.0,80.0,13.0,15.0,26.0,12.0,6.272877006546167
טורעאן,99,3,4,0,2017,98.5,0.0,22.0,0.0,3.0,76.0,14.0,19.0,26.0,12.0,6.54534966033442
טורעאן,99,3,4,0,2018,98.5,0.0,25.0,0.0,3.0,67.0,5.0,15.0,26.0,11.0,6.368187186350492
טורעאן,99,3,4,0,2019,98.5,0.0,30.0,0.0,4.0,70.0,5.0,8.0,26.0,11.0,6.532334292222349
טורעאן,99,3,4,0,2020,98.5,0.0,39.0,0.0,3.0,73.0,10.0,10.0,26.0,11.0,6.159095388491933
טייבה,100,3,7,0,2014,21.1,0.0,24.0,0.0,6.0,57.0,9.0,5.0,29.0,14.0,0.0
טייבה,100,3,7,0,2015,21.1,0.0,26.0,0.0,5.0,64.0,9.0,6.0,29.0,14.0,
טייבה,100,3,6,0,2016,20.5,0.0,28.0,0.0,5.0,72.0,11.0,6.0,28.0,13.0,7.090076835776092
טייבה,100,3,6,0,2017,20.5,0.0,33.0,0.0,5.0,76.0,12.0,7.0,29.0,13.0,7.150701457592526
טייבה,100,3,6,0,2018,20.5,0.0,39.0,0.0,6.0,76.0,11.0,9.0,28.0,12.0,7.126890808898808
טייבה,100,3,6,0,2019,20.5,0.0,42.0,0.0,6.0,78.0,10.0,7.0,27.0,12.0,7.329749689041512
טייבה,100,3,6,0,2020,20.5,0.0,46.0,0.0,8.0,83.0,17.0,13.0,27.0,12.0,6.612041034833092
טירה,101,3,7,0,2014,13.3,0.0,25.0,0.0,7.0,51.0,6.0,5.0,28.0,12.0,6.304448802421981
טירה,101,4,7,0,2015,13.3,0.0,27.0,0.0,8.0,50.0,7.0,6.0,28.0,11.0,6.8679744089702925
טירה,101,4,7,0,2016,13.1,0.0,30.0,0.0,8.0,55.0,7.0,9.0,27.0,11.0,6.950814768442584
טירה,101,4,7,0,2017,13.1,0.0,32.0,0.0,10.0,57.0,7.0,8.0,26.0,11.0,7.108244139731541
טירה,101,4,7,0,2018,13.1,0.0,33.0,0.0,10.0,66.0,8.0,10.0,26.0,10.0,7.2485040723706105
טירה,101,4,7,0,2019,13.1,0.0,37.0,0.0,10.0,63.0,12.0,14.0,26.0,10.0,7.136483208590247
טירה,101,4,7,0,2020,13.1,0.0,40.0,0.0,11.0,69.0,19.0,12.0,25.0,10.0,7.091742115095153
טירת כרמל,102,4,5,1,2014,68.9,96.4,35.0,4.0,7.0,85.0,4.0,8.0,24.0,8.0,8.4767877767812
טירת כרמל,102,4,5,1,2015,68.9,96.2,35.0,4.0,9.0,85.0,1.0,6.0,25.0,8.0,8.726156679156613
טירת כרמל,102,4,5,1,2016,69.3,95.8,35.0,4.0,7.0,81.0,3.0,8.0,27.0,8.0,8.68050180902826
טירת כרמל,102,5,5,1,2017,69.3,95.4,37.0,3.0,7.0,81.0,4.0,11.0,26.0,8.0,8.61830469278465
טירת כרמל,102,5,5,1,2018,69.3,95.1,39.0,2.0,8.0,67.0,1.0,9.0,24.0,8.0,8.678631537293768
טירת כרמל,102,5,5,1,2019,69.3,94.7,41.0,1.0,8.0,79.0,3.0,17.0,25.0,8.0,8.712595487748722
טירת כרמל,102,5,5,1,2020,69.3,94.6,39.0,1.0,8.0,79.0,2.0,9.0,26.0,8.0,8.633908991112198
טמרה,103,3,4,0,2014,97.9,0.0,22.0,0.0,4.0,72.0,8.0,6.0,27.0,11.0,6.38856140554563
טמרה,103,2,4,0,2015,97.9,0.0,25.0,0.0,5.0,65.0,7.0,8.0,27.0,11.0,6.238324625039508
טמרה,103,2,4,0,2016,96.3,0.0,28.0,0.0,5.0,57.0,7.0,10.0,26.0,10.0,6.683360945766275
טמרה,103,2,4,0,2017,96.3,0.0,30.0,0.0,5.0,63.0,10.0,13.0,26.0,10.0,6.655440350367647
טמרה,103,2,4,0,2018,96.3,0.0,34.0,0.0,6.0,60.0,10.0,12.0,26.0,10.0,6.85751406254539
טמרה,103,3,4,0,2019,96.3,0.0,38.0,0.0,6.0,61.0,8.0,14.0,26.0,10.0,6.943122422819428
טמרה,103,3,4,0,2020,96.3,0.0,44.0,0.0,6.0,62.0,12.0,11.0,26.0,10.0,6.902742737158593
יאנוח-ג'ת,104,3,4,0,2014,118.2,0.0,22.0,0.0,3.0,59.0,5.0,3.0,24.0,10.0,7.333676395657684
יאנוח-ג'ת,104,3,4,0,2015,118.2,0.0,26.0,0.0,3.0,60.0,3.0,7.0,24.0,10.0,7.150701457592526
יאנוח-ג'ת,104,3,3,0,2016,115.3,0.0,27.0,0.0,4.0,67.0,5.0,6.0,24.0,9.0,7.656337166430183
יאנוח-ג'ת,104,3,3,0,2017,115.3,0.0,32.0,0.0,4.0,70.0,3.0,17.0,24.0,10.0,7.572502985020384
יאנוח-ג'ת,104,3,3,0,2018,115.3,0.0,41.0,0.0,4.0,81.0,1.0,12.0,24.0,10.0,7.557994958530806
יאנוח-ג'ת,104,4,3,0,2019,115.3,0.0,49.0,0.0,4.0,86.0,3.0,10.0,23.0,10.0,7.687997166393016
יאנוח-ג'ת,104,4,3,0,2020,115.3,0.0,52.0,0.0,4.0,88.0,7.0,15.0,25.0,9.0,7.896924656268864
יבנאל,105,4,4,1,2014,102.0,98.6,19.0,2.0,8.0,40.0,0.0,0.0,19.0,18.0,7.496652438168283
יבנאל,105,3,4,1,2015,102.0,98.4,17.0,2.0,6.0,44.0,0.0,0.0,21.0,18.0,7.360739903058278
יבנאל,105,3,3,1,2016,101.1,98.0,14.0,2.0,7.0,71.0,0.0,0.0,21.0,17.0,7.600902459542082
יבנאל,105,3,3,1,2017,101.1,98.5,17.0,1.0,8.0,67.0,0.0,0.0,21.0,17.0,7.616283561580385
יבנאל,105,3,3,1,2018,101.1,98.6,14.0,1.0,9.0,100.0,0.0,0.0,21.0,9.0,7.637716432664798
יבנאל,105,3,3,1,2019,101.1,98.6,20.0,1.0,7.0,82.0,0.0,0.0,18.0,9.0,7.89655270164304
יבנאל,105,3,3,1,2020,101.1,98.7,28.0,1.0,5.0,70.0,0.0,0.0,20.0,9.0,8.10349427838097
יבנה,106,5,7,1,2014,14.5,97.4,38.0,1.0,4.0,90.0,10.0,9.0,29.0,12.0,7.812782818577581
יבנה,106,6,7,1,2015,14.5,97.3,40.0,1.0,4.0,91.0,8.0,10.0,28.0,12.0,7.765993079407675
יבנה,106,6,7,1,2016,14.7,97.3,39.0,1.0,3.0,88.0,9.0,12.0,28.0,12.0,7.642044402873258
יבנה,106,7,7,1,2017,14.7,97.3,41.0,1.0,4.0,89.0,7.0,17.0,28.0,12.0,7.855932199718614
יבנה,106,7,7,1,2018,14.7,97.2,42.0,1.0,4.0,90.0,9.0,14.0,27.0,12.0,7.9748769005588755
יבנה,106,7,7,1,2019,14.7,97.2,42.0,0.0,4.0,87.0,8.0,11.0,27.0,12.0,8.063692634269517
יבנה,106,7,7,1,2020,14.7,97.2,42.0,1.0,5.0,93.0,8.0,13.0,27.0,12.0,7.920446505142607
יהוד,107,7,8,1,2014,1.4,98.4,39.0,1.0,2.0,81.0,7.0,11.0,30.0,12.0,7.741533589281828
יהוד,107,8,8,1,2015,1.4,98.4,42.0,1.0,3.0,80.0,7.0,13.0,30.0,13.0,7.855932199718614
יהוד,107,8,8,1,2016,2.0,98.4,45.0,1.0,3.0,80.0,8.0,14.0,30.0,12.0,7.909122183211411
יהוד,107,8,8,1,2017,2.0,98.2,47.0,1.0,3.0,84.0,4.0,15.0,29.0,12.0,7.88344635413774
יהוד,107,8,8,1,2018,2.0,98.1,49.0,1.0,4.0,84.0,12.0,24.0,28.0,12.0,8.119100837637486
יהוד,107,8,8,1,2019,2.0,98.1,53.0,1.0,4.0,90.0,14.0,22.0,27.0,12.0,8.093156697722637
יהוד,107,8,8,1,2020,2.0,98.0,53.0,1.0,5.0,92.0,20.0,22.0,29.0,12.0,8.012680929706839
יואב,108,7,6,1,2014,29.6,95.0,42.0,1.0,1.0,65.0,3.0,10.0,32.0,11.0,8.479283618343016
יואב,108,7,6,1,2015,29.6,95.1,41.0,1.0,2.0,67.0,4.0,14.0,31.0,12.0,8.327967858305488
יואב,108,7,5,1,2016,,95.3,42.0,1.0,2.0,78.0,7.0,19.0,31.0,12.0,8.261268150577648
יואב,108,8,5,1,2017,,95.4,40.0,1.0,3.0,70.0,10.0,21.0,30.0,11.0,8.311398278436641
יואב,108,8,5,1,2018,,95.5,43.0,1.0,3.0,81.0,6.0,25.0,30.0,11.0,8.45765547870004
יואב,108,8,5,1,2019,,95.4,44.0,1.0,5.0,85.0,11.0,22.0,30.0,11.0,8.476371196895983
יואב,108,8,5,1,2020,,97.6,45.0,1.0,5.0,88.0,19.0,26.0,29.0,11.0,8.360539381370861
יסוד המעלה,109,8,3,1,2014,147.4,98.7,38.0,0.0,1.0,,,,22.0,8.0,7.943782692458625
יסוד המעלה,109,8,3,1,2015,147.4,98.9,33.0,0.0,2.0,,,,22.0,9.0,8.059908334578276
יסוד המעלה,109,8,2,1,2016,145.5,98.2,35.0,0.0,2.0,,,,22.0,8.0,8.12355783506165
יסוד המעלה,109,8,2,1,2017,145.5,97.8,29.0,1.0,1.0,,,,24.0,8.0,8.351138607086154
יסוד המעלה,109,8,2,1,2018,145.5,97.8,35.0,1.0,1.0,,,,24.0,8.0,8.46252579007393
יסוד המעלה,109,8,2,1,2019,145.5,98.0,43.0,1.0,2.0,,,,20.0,9.0,8.910585718290132
יסוד המעלה,109,8,2,1,2020,145.5,98.1,50.0,3.0,1.0,,,,20.0,8.0,8.468002947225466
יפיע,110,3,5,0,2014,86.6,0.0,29.0,0.0,6.0,70.0,4.0,7.0,27.0,11.0,6.373319789577012
יפיע,110,3,5,0,2015,86.6,0.0,31.0,0.0,6.0,54.0,1.0,6.0,28.0,11.0,6.432940092739179
יפיע,110,3,5,0,2016,84.0,0.0,36.0,0.0,6.0,67.0,1.0,5.0,28.0,11.0,6.881411303642535
יפיע,110,3,5,0,2017,84.0,0.0,39.0,0.0,6.0,76.0,2.0,10.0,28.0,11.0,6.9363427358340495
יפיע,110,3,5,0,2018,84.0,0.0,43.0,0.0,6.0,82.0,2.0,9.0,28.0,11.0,6.376726947898627
יפיע,110,3,5,0,2019,84.0,0.0,45.0,0.0,6.0,75.0,3.0,9.0,26.0,10.0,7.408530566894626
יפיע,110,3,5,0,2020,84.0,0.0,45.0,0.0,6.0,77.0,6.0,11.0,26.0,10.0,6.704414354964107
יקנעם עילית,111,6,5,1,2014,68.1,92.5,33.0,2.0,6.0,80.0,7.0,15.0,30.0,12.0,8.133587417660966
יקנעם עילית,111,7,5,1,2015,68.1,92.2,33.0,2.0,7.0,86.0,10.0,16.0,30.0,11.0,8.108623268354595
יקנעם עילית,111,7,5,1,2016,65.9,92.2,36.0,2.0,7.0,90.0,11.0,22.0,29.0,11.0,8.20849175174038
יקנעם עילית,111,7,5,1,2017,65.9,91.6,38.0,2.0,7.0,91.0,10.0,30.0,28.0,11.0,8.331827004436057
יקנעם עילית,111,7,5,1,2018,65.9,91.2,39.0,2.0,7.0,86.0,9.0,25.0,28.0,11.0,8.43750042250699
יקנעם עילית,111,7,5,1,2019,65.9,90.9,46.0,2.0,8.0,90.0,12.0,32.0,28.0,11.0,8.40804774415544
יקנעם עילית,111,7,5,1,2020,65.9,90.7,50.0,2.0,7.0,96.0,7.0,19.0,27.0,12.0,8.244334047856094
ירוחם,112,4,3,1,2014,125.7,90.0,34.0,1.0,6.0,86.0,6.0,13.0,23.0,10.0,7.774435510302958
ירוחם,112,4,3,1,2015,125.7,89.8,32.0,1.0,6.0,86.0,8.0,10.0,22.0,10.0,7.855932199718614
ירוחם,112,4,3,1,2016,124.8,89.9,33.0,1.0,6.0,74.0,8.0,17.0,23.0,9.0,7.9441374911141125
ירוחם,112,3,3,1,2017,124.8,89.8,34.0,1.0,6.0,87.0,6.0,16.0,24.0,10.0,8.100464891029363
ירוחם,112,3,3,1,2018,124.8,90.0,40.0,1.0,6.0,88.0,13.0,25.0,23.0,9.0,7.980707820869669
ירוחם,112,4,3,1,2019,124.8,89.8,40.0,1.0,8.0,86.0,6.0,17.0,23.0,9.0,8.03073492409854
ירוחם,112,4,3,1,2020,124.8,92.8,41.0,1.0,6.0,93.0,12.0,18.0,24.0,10.0,7.785305182539862
ירושלים,113,4,9,1,2014,53.3,61.3,25.0,3.0,6.0,50.0,7.0,8.0,27.0,14.0,7.487733761436444
ירושלים,113,3,9,1,2015,53.3,61.1,25.0,3.0,6.0,51.0,7.0,8.0,27.0,14.0,7.370230641807081
ירושלים,113,3,9,1,2016,53.1,60.8,26.0,3.0,6.0,47.0,8.0,8.0,27.0,14.0,7.735870319952567
ירושלים,113,2,9,1,2017,53.1,60.6,27.0,3.0,6.0,44.0,6.0,10.0,27.0,13.0,7.9208096792886
ירושלים,113,2,9,1,2018,53.1,60.5,27.0,3.0,7.0,52.0,8.0,12.0,27.0,13.0,7.931644021454311
ירושלים,113,3,9,1,2019,53.1,60.1,29.0,3.0,7.0,54.0,8.0,13.0,27.0,13.0,7.8724551500639794
ירושלים,113,3,9,1,2020,53.1,97.6,31.0,5.0,7.0,54.0,10.0,13.0,27.0,13.0,7.779885115070522
ירכא,114,2,4,0,2014,111.4,0.0,18.0,0.0,9.0,71.0,15.0,13.0,26.0,9.0,7.009408932708637
ירכא,114,3,4,0,2015,111.4,0.0,18.0,0.0,9.0,79.0,19.0,21.0,26.0,9.0,6.844815479208263
ירכא,114,3,4,0,2016,109.0,0.0,20.0,0.0,9.0,82.0,17.0,23.0,25.0,9.0,7.363913501405819
ירכא,114,3,4,0,2017,109.0,0.0,22.0,0.0,10.0,83.0,13.0,26.0,25.0,9.0,7.489412083508719
ירכא,114,3,4,0,2018,109.0,0.0,26.0,0.0,11.0,85.0,13.0,26.0,25.0,8.0,7.515344571180436
ירכא,114,3,4,0,2019,109.0,0.0,31.0,0.0,11.0,82.0,10.0,27.0,25.0,8.0,7.367708572374371
ירכא,114,3,4,0,2020,109.0,0.0,31.0,0.0,12.0,90.0,15.0,27.0,26.0,8.0,6.679599185844383
כאבול,115,2,4,0,2014,98.8,0.0,23.0,0.0,3.0,78.0,14.0,17.0,26.0,12.0,7.1098794630722715
כאבול,115,2,4,0,2015,98.3,0.0,26.0,0.0,2.0,81.0,8.0,10.0,26.0,11.0,7.367077059881012
כאבול,115,2,4,0,2016,98.6,0.0,26.0,0.0,2.0,78.0,14.0,12.0,26.0,11.0,7.176254532017144
כאבול,115,2,4,0,2017,98.6,0.0,27.0,0.0,2.0,77.0,12.0,15.0,26.0,11.0,7.338238150065589
כאבול,115,2,4,0,2018,98.6,0.0,29.0,0.0,3.0,78.0,17.0,17.0,26.0,11.0,7.498315870766981
כאבול,115,3,4,0,2019,98.6,0.0,32.0,0.0,2.0,86.0,8.0,14.0,25.0,11.0,7.220373836723949
כאבול,115,3,4,0,2020,98.6,0.0,40.0,0.0,2.0,85.0,9.0,16.0,24.0,11.0,7.157735484249907
כאוכב אבו אל-היג'א,116,2,4,0,2014,98.3,0.0,26.0,0.0,3.0,,,,27.0,11.0,6.763884908562435
כאוכב אבו אל-היג'א,116,3,4,0,2015,98.3,0.0,34.0,0.0,3.0,98.0,15.0,5.0,26.0,11.0,7.647308832356238
כאוכב אבו אל-היג'א,116,3,4,0,2016,98.8,0.0,35.0,0.0,5.0,97.0,27.0,13.0,27.0,11.0,0.0
כאוכב אבו אל-היג'א,116,3,4,0,2017,98.8,0.0,38.0,0.0,5.0,85.0,18.0,8.0,27.0,10.0,5.8998973535824915
כאוכב אבו אל-היג'א,116,3,4,0,2018,98.8,0.0,39.0,0.0,3.0,96.0,19.0,15.0,27.0,10.0,6.899723107284872
כאוכב אבו אל-היג'א,116,4,4,0,2019,98.8,0.0,42.0,0.0,3.0,96.0,25.0,18.0,28.0,10.0,6.682108597449809
כאוכב אבו אל-היג'א,116,4,4,0,2020,98.8,0.0,49.0,0.0,3.0,96.0,16.0,23.0,28.0,11.0,4.969813299576001
כוכב יאיר,117,9,7,1,2014,19.0,99.0,36.0,1.0,2.0,,,,30.0,13.0,8.352318548226004
כוכב יאיר,117,9,7,1,2015,19.0,99.0,43.0,1.0,3.0,,,,29.0,13.0,8.275885669474356
כוכב יאיר,117,9,6,1,2016,18.2,98.9,50.0,1.0,4.0,,,,29.0,13.0,8.39728289474368
כוכב יאיר,117,9,6,1,2017,18.2,98.8,51.0,1.0,3.0,,,,29.0,13.0,8.386172928977834
כוכב יאיר,117,9,6,1,2018,18.2,98.8,58.0,1.0,5.0,,,,28.0,14.0,8.532081803909987
כוכב יאיר,117,9,6,1,2019,18.2,98.8,56.0,1.0,2.0,,,,26.0,14.0,8.43771698991444
כוכב יאיר,117,9,6,1,2020,18.2,99.0,53.0,1.0,3.0,,,,26.0,14.0,8.380456667842767
כסיפה,118,2,4,0,2014,111.8,0.0,18.0,0.0,4.0,54.0,0.0,4.0,27.0,12.0,5.902633333401366
כסיפה,118,1,4,0,2015,111.8,0.0,19.0,0.0,4.0,49.0,0.0,3.0,27.0,12.0,5.3230099791384085
כסיפה,118,1,3,0,2016,111.6,0.0,20.0,0.0,5.0,56.0,0.0,5.0,27.0,12.0,6.161207321695077
כסיפה,118,1,3,0,2017,111.6,0.0,20.0,0.0,5.0,52.0,1.0,7.0,26.0,11.0,6.066108090103747
כסיפה,118,1,3,0,2018,111.6,0.0,22.0,0.0,4.0,55.0,1.0,7.0,26.0,11.0,6.061456918928017
כסיפה,118,1,3,0,2019,111.6,0.0,29.0,0.0,5.0,52.0,1.0,6.0,27.0,11.0,6.541029999189903
כסיפה,118,1,3,0,2020,111.6,0.0,29.0,0.0,5.0,61.0,2.0,6.0,26.0,11.0,6.040254711277414
כסרא-סמיע,119,2,4,0,2014,122.7,0.0,19.0,0.0,5.0,77.0,4.0,9.0,28.0,10.0,6.324358962381311
כסרא-סמיע,119,3,4,0,2015,122.7,0.0,21.0,0.0,6.0,60.0,2.0,7.0,28.0,10.0,6.131226489483141
כסרא-סמיע,119,3,3,0,2016,122.6,0.0,23.0,0.0,5.0,77.0,3.0,9.0,28.0,10.0,5.955837369464831
כסרא-סמיע,119,3,3,0,2017,122.6,0.0,25.0,0.0,6.0,87.0,3.0,14.0,26.0,10.0,6.320768294250582
כסרא-סמיע,119,3,3,0,2018,122.6,0.0,36.0,0.0,5.0,92.0,6.0,14.0,26.0,9.0,6.4967749901858625
כסרא-סמיע,119,3,3,0,2019,122.6,0.0,39.0,0.0,6.0,94.0,3.0,8.0,24.0,9.0,6.777646593635117
כסרא-סמיע,119,3,3,0,2020,122.6,0.0,46.0,0.0,6.0,96.0,5.0,11.0,25.0,9.0,0.0
כעביה-טבאש-חג'אג'רה,120,3,5,0,2014,85.9,0.0,28.0,0.0,2.0,74.0,1.0,17.0,25.0,12.0,6.606650186198215
כעביה-טבאש-חג'אג'רה,120,2,5,0,2015,13.7,0.0,31.0,0.0,2.0,69.0,2.0,7.0,25.0,11.0,6.841615476477592
כעביה-טבאש-חג'אג'רה,120,2,4,0,2016,85.2,0.0,30.0,0.0,2.0,80.0,2.0,13.0,28.0,10.0,7.04141166379481
כעביה-טבאש-חג'אג'רה,120,2,4,0,2017,85.2,0.0,33.0,0.0,2.0,71.0,7.0,16.0,27.0,11.0,6.697034247666484
כעביה-טבאש-חג'אג'רה,120,2,4,0,2018,85.2,0.0,37.0,0.0,3.0,72.0,2.0,16.0,27.0,11.0,7.186901020411631
כעביה-טבאש-חג'אג'רה,120,3,4,0,2019,85.2,0.0,45.0,0.0,3.0,70.0,3.0,7.0,26.0,11.0,7.238496840894365
כעביה-טבאש-חג'אג'רה,120,3,4,0,2020,85.2,0.0,50.0,0.0,3.0,60.0,5.0,7.0,26.0,10.0,7.237059026124737
כפר ברא,121,3,7,0,2014,13.7,0.0,15.0,0.0,8.0,,,,27.0,11.0,6.516193076042964
כפר ברא,121,3,7,0,2015,13.7,0.0,18.0,0.0,10.0,,,,27.0,10.0,7.112327444710911
כפר ברא,121,3,7,0,2016,12.3,0.0,23.0,0.0,12.0,,,,25.0,9.0,7.937731775260109
כפר ברא,121,3,7,0,2017,12.3,0.0,25.0,0.0,14.0,,,,24.0,7.0,7.813591552952433
כפר ברא,121,3,7,0,2018,12.3,0.0,36.0,0.0,19.0,,,,25.0,6.0,7.978996370854115
כפר ברא,121,3,7,0,2019,12.3,0.0,34.0,0.0,20.0,,,,29.0,6.0,8.369388996647842
כפר ברא,121,3,7,0,2020,12.3,0.0,41.0,0.0,21.0,,,,28.0,6.0,7.8898337513942955
כפר ורדים,122,9,4,1,2014,122.1,96.6,42.0,1.0,7.0,100.0,15.0,20.0,31.0,8.0,7.801800401908973
כפר ורדים,122,9,4,1,2015,122.1,96.1,41.0,1.0,7.0,90.0,12.0,18.0,31.0,8.0,7.715569534520208
כפר ורדים,122,9,3,1,2016,119.8,95.4,39.0,1.0,7.0,82.0,11.0,22.0,31.0,8.0,7.769800996003896
כפר ורדים,122,9,3,1,2017,119.8,94.5,41.0,1.0,8.0,85.0,22.0,25.0,30.0,8.0,7.89989532313973
כפר ורדים,122,9,3,1,2018,119.8,94.1,46.0,1.0,8.0,90.0,22.0,32.0,29.0,8.0,7.755338812846501
כפר ורדים,122,9,3,1,2019,119.8,93.3,46.0,1.0,8.0,94.0,20.0,36.0,30.0,8.0,7.620214770574455
כפר ורדים,122,9,3,1,2020,119.8,95.6,50.0,1.0,8.0,95.0,26.0,26.0,28.0,8.0,7.842278779117352
כפר יאסיף,123,4,4,0,2014,106.9,0.0,27.0,0.0,4.0,81.0,5.0,10.0,28.0,12.0,6.42648845745769
כפר יאסיף,123,4,4,0,2015,106.9,0.0,29.0,0.0,3.0,82.0,17.0,12.0,29.0,13.0,6.48768401848461
כפר יאסיף,123,4,4,0,2016,105.4,0.0,30.0,0.0,3.0,75.0,9.0,7.0,30.0,13.0,6.703188113240863
כפר יאסיף,123,5,4,0,2017,105.4,0.0,32.0,0.0,3.0,63.0,11.0,13.0,29.0,12.0,6.885509670034818
